timestamp,value,series_id,context,event
2019-01-01T00:00:00Z,21.854246031941269,008,,
2019-01-02T00:00:00Z,24.02209949752519,008,,
2019-01-03T00:00:00Z,25.762837060689087,008,,
2019-01-04T00:00:00Z,23.936145058344081,008,,
2019-01-05T00:00:00Z,19.950544146887452,008,,
2019-01-06T00:00:00Z,19.513099912239799,008,,
2019-01-07T00:00:00Z,19.621775549861127,008,,
2019-01-08T00:00:00Z,22.034786571219737,008,,
2019-01-09T00:00:00Z,24.599623091524791,008,,
2019-01-10T00:00:00Z,24.568087222984254,008,,
2019-01-11T00:00:00Z,23.00711882839418,008,,
2019-01-12T00:00:00Z,20.64076120988538,008,,
2019-01-13T00:00:00Z,18.992431718964561,008,,
2019-01-14T00:00:00Z,19.268452469472528,008,,
2019-01-15T00:00:00Z,22.622556862979536,008,,
2019-01-16T00:00:00Z,24.600701987014709,008,,
2019-01-17T00:00:00Z,25.359241166432646,008,,
2019-01-18T00:00:00Z,24.041922058837915,008,,
2019-01-19T00:00:00Z,21.135729598121333,008,,
2019-01-20T00:00:00Z,18.978836198470795,008,,
2019-01-21T00:00:00Z,19.835677352473294,008,,
2019-01-22T00:00:00Z,22.851571485878139,008,,
2019-01-23T00:00:00Z,24.764487252426022,008,,
2019-01-24T00:00:00Z,24.809667874356155,008,,
2019-01-25T00:00:00Z,23.367807396214516,008,,
2019-01-26T00:00:00Z,20.667372597690914,008,,
2019-01-27T00:00:00Z,19.738046205346688,008,,
2019-01-28T00:00:00Z,19.845091032196972,008,,
2019-01-29T00:00:00Z,22.504634072610777,008,,
2019-01-30T00:00:00Z,24.597167461662597,008,,
2019-01-31T00:00:00Z,25.717618363743856,008,,
2019-02-01T00:00:00Z,23.461547144807948,008,,
2019-02-02T00:00:00Z,21.604469809991194,008,,
2019-02-03T00:00:00Z,19.23696854157178,008,,
2019-02-04T00:00:00Z,20.97331496294662,008,,
2019-02-05T00:00:00Z,22.403053636715182,008,,
2019-02-06T00:00:00Z,25.118247084708344,008,,
2019-02-07T00:00:00Z,25.117235465907385,008,,
2019-02-08T00:00:00Z,23.751125920037726,008,,
2019-02-09T00:00:00Z,21.14522697492523,008,,
2019-02-10T00:00:00Z,20.008535884006672,008,,
2019-02-11T00:00:00Z,20.701931599873621,008,,
2019-02-12T00:00:00Z,31.517781328722137,008,promo,campaign
2019-02-13T00:00:00Z,34.010985230043488,008,promo,campaign
2019-02-14T00:00:00Z,34.739429998564006,008,promo,campaign
2019-02-15T00:00:00Z,33.286016864481525,008,promo,campaign
2019-02-16T00:00:00Z,30.69248369061701,008,promo,campaign
2019-02-17T00:00:00Z,28.624459553141413,008,promo,campaign
2019-02-18T00:00:00Z,29.226311493875517,008,promo,campaign
2019-02-19T00:00:00Z,31.489127131121858,008,promo,campaign
2019-02-20T00:00:00Z,33.9162285804493,008,promo,campaign
2019-02-21T00:00:00Z,34.723905050863998,008,promo,campaign
2019-02-22T00:00:00Z,33.151351282448246,008,promo,campaign
2019-02-23T00:00:00Z,31.199152264170547,008,promo,campaign
2019-02-24T00:00:00Z,28.959493238742656,008,promo,campaign
2019-02-25T00:00:00Z,29.345402839308637,008,promo,campaign
2019-02-26T00:00:00Z,31.615266261893115,008,promo,campaign
2019-02-27T00:00:00Z,34.727899212142773,008,promo,campaign
2019-02-28T00:00:00Z,34.846635860588606,008,promo,campaign
2019-03-01T00:00:00Z,33.174384707845896,008,promo,campaign
2019-03-02T00:00:00Z,30.641204553730862,008,promo,campaign
2019-03-03T00:00:00Z,28.992838345956468,008,promo,campaign
2019-03-04T00:00:00Z,29.88127695772695,008,promo,campaign
2019-03-05T00:00:00Z,23.170620004008565,008,,
2019-03-06T00:00:00Z,25.718234230347242,008,,
2019-03-07T00:00:00Z,25.476718531667125,008,,
2019-03-08T00:00:00Z,24.826798803782275,008,,
2019-03-09T00:00:00Z,21.540973201937003,008,,
2019-03-10T00:00:00Z,20.549651924940651,008,,
2019-03-11T00:00:00Z,21.407590239995638,008,,
2019-03-12T00:00:00Z,23.118609206239913,008,,
2019-03-13T00:00:00Z,25.612217491496335,008,,
2019-03-14T00:00:00Z,25.927700220235025,008,,
2019-03-15T00:00:00Z,24.633898823750872,008,,
2019-03-16T00:00:00Z,22.133219009502344,008,,
